(737, 530, 59, 23)
(737, 531, 58, 22)
(737, 531, 55, 23)
(737, 531, 56, 23)
(735, 531, 59, 24)
(735, 532, 58, 23)
(737, 531, 56, 23)
(735, 532, 57, 24)
(734, 532, 59, 22)
(733, 532, 59, 23)
(732, 533, 59, 23)
(733, 533, 57, 24)
(732, 533, 57, 24)
(731, 535, 52, 20)
(730, 535, 47, 21)
(730, 536, 40, 20)
(730, 536, 34, 20)
(729, 536, 29, 21)
(727, 538, 25, 20)
(728, 537, 16, 20)
(728, 541, 10, 17)
(729, 545, 3, 13)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(773, 542, 8, 13)
(765, 541, 15, 13)
(758, 539, 20, 16)
(750, 539, 29, 16)
(742, 537, 35, 19)
(734, 536, 44, 21)
(726, 537, 49, 23)
(718, 536, 56, 24)
(715, 536, 60, 24)
(714, 536, 60, 25)
(712, 536, 60, 25)
(711, 537, 62, 23)
