(902, 284, 35, 56)
(897, 281, 35, 53)
(884, 278, 36, 51)
(861, 277, 33, 47)
(826, 277, 30, 45)
(781, 286, 27, 40)
(733, 288, 27, 41)
(684, 298, 25, 37)
(637, 307, 22, 37)
(583, 316, 24, 37)
(527, 329, 25, 35)
(465, 340, 30, 39)
(397, 358, 34, 40)
(329, 379, 37, 44)
(278, 403, 38, 45)
(253, 405, 48, 61)
(249, 408, 50, 62)
(255, 406, 53, 60)
(283, 404, 49, 55)
(328, 399, 43, 48)
(375, 381, 42, 49)
(424, 368, 39, 44)
(473, 351, 36, 44)
(525, 338, 31, 40)
(574, 325, 32, 39)
(626, 314, 33, 39)
(682, 306, 33, 40)
(745, 305, 29, 38)
(809, 302, 30, 41)
(871, 300, 36, 48)
(929, 307, 39, 53)
(969, 315, 44, 63)
(994, 326, 43, 69)
(1002, 331, 43, 68)
(996, 330, 46, 66)
(977, 324, 44, 68)
(949, 328, 37, 65)
(911, 334, 31, 60)
(866, 333, 29, 60)
(820, 337, 25, 53)
(771, 340, 23, 44)
(717, 334, 24, 48)
(666, 334, 22, 45)
(612, 332, 26, 47)
(560, 339, 27, 42)
(506, 343, 29, 43)
(455, 354, 29, 39)
(393, 353, 35, 49)
(333, 364, 42, 49)
(287, 372, 50, 52)
(276, 371, 55, 59)
(278, 373, 55, 58)
(293, 378, 52, 55)
(320, 378, 51, 56)
(364, 384, 46, 50)
(418, 382, 40, 48)
(475, 379, 38, 45)
(534, 376, 33, 44)
(594, 375, 31, 42)
(656, 378, 32, 41)
(719, 378, 32, 46)
(791, 389, 30, 47)
(860, 400, 30, 54)
(928, 429, 33, 55)
(973, 439, 39, 76)
(987, 454, 38, 81)
(985, 453, 39, 80)
(962, 445, 37, 77)
(918, 438, 34, 73)
(862, 436, 29, 59)
(800, 423, 26, 53)
(735, 406, 23, 47)
(673, 395, 21, 43)
(609, 388, 23, 42)
(542, 383, 21, 42)
(469, 384, 24, 47)
(378, 388, 33, 50)
(276, 397, 41, 52)
(159, 389, 49, 74)
(54, 371, 66, 88)
(22, 359, 74, 89)
(37, 353, 65, 86)
(70, 341, 62, 85)
(132, 336, 54, 77)
