(608, 546, 49, 77)
(610, 539, 49, 79)
(613, 532, 45, 81)
(613, 530, 46, 74)
(614, 525, 45, 74)
(615, 519, 43, 77)
(617, 515, 41, 75)
(619, 512, 40, 69)
(620, 507, 39, 67)
(619, 502, 41, 68)
(620, 498, 42, 69)
(622, 494, 41, 68)
(623, 490, 40, 67)
(625, 487, 38, 66)
(625, 484, 39, 67)
(630, 481, 35, 65)
(630, 477, 35, 65)
(634, 474, 33, 64)
(634, 471, 36, 66)
(636, 466, 33, 66)
(638, 464, 32, 65)
(638, 461, 33, 64)
(641, 456, 30, 65)
(642, 453, 31, 66)
(642, 452, 33, 63)
(641, 451, 36, 61)
(642, 447, 37, 64)
(642, 447, 36, 61)
(644, 447, 35, 58)
(643, 442, 37, 62)
(642, 441, 40, 61)
(645, 438, 37, 61)
(645, 437, 36, 60)
(646, 437, 37, 60)
(647, 436, 34, 60)
(644, 434, 38, 59)
(645, 433, 38, 58)
(645, 432, 39, 58)
(645, 431, 38, 57)
(644, 431, 38, 56)
(643, 431, 37, 54)
(644, 429, 36, 56)
(643, 428, 38, 54)
(642, 425, 39, 59)
(643, 428, 36, 53)
(642, 427, 38, 54)
(641, 426, 40, 55)
(640, 425, 40, 55)
(640, 425, 39, 55)
(641, 425, 37, 54)
(641, 425, 36, 55)
(639, 424, 39, 55)
(639, 425, 38, 55)
(639, 426, 35, 54)
(638, 427, 35, 52)
(637, 425, 38, 54)
(637, 425, 37, 54)
(637, 426, 35, 54)
(635, 426, 38, 54)
(637, 428, 31, 52)
(635, 428, 34, 51)
(637, 428, 32, 54)
(637, 429, 31, 52)
(636, 429, 32, 51)
(636, 429, 32, 51)
(634, 430, 33, 50)
(635, 429, 30, 50)
(635, 430, 30, 48)
(635, 431, 31, 48)
(635, 430, 30, 49)
(635, 429, 29, 51)
(633, 431, 32, 46)
(634, 431, 32, 47)
(634, 431, 32, 47)
(633, 431, 33, 46)
(633, 432, 32, 47)
(635, 432, 30, 46)
(633, 433, 33, 46)
(634, 434, 30, 45)
(632, 434, 34, 45)
(633, 435, 33, 44)
(632, 436, 34, 45)
(632, 437, 35, 45)
(633, 438, 34, 45)
(634, 439, 33, 44)
(633, 440, 34, 44)
(633, 440, 33, 45)
(634, 441, 32, 44)
(632, 442, 35, 43)
